article_id,article_title,author,date,content
M.1559143581.A.1CB,Re: [討論] GURUGURU人人皆知，IDCC很多人不知道,kolod546 (kolod546),Wed May 29 23:26:18 2019,遺漏不少幫你補充 : 整件事情你跟我一樣從頭追到尾就知道掌握資源的政府想要帶動風向是很簡單的事情 : 台灣靠自己內部的這些網軍、媒體就足夠亂了何須中國介入 : 整件事情來龍去脈如下 : 1.中國人上微博說中國派車進機場接人，祖國好棒棒 : =>中國人從機場出去的確是專車，不過不是中方派的而是日方派的 : =>在機場裡講中文的有同個上車點，也有同個下車點(購物中心)，也跟其他旅客在不同 : 地點(泉佐野車站)下車，這點不論在事實查核中心或監委報告都有紀載 : =>購物中心轉車時有中方外交官上車關心群眾，發放食物飲水 : =>部分中國遊客誤以為全程都是中方派出，或是單純想吹捧祖國，所以發了中國派專車 : 進機場優先載運中國人之微博 : 2.中國網路媒體引述中國網友微博，歌頌祖國好棒棒 : =>這就是台灣常見的上、爆料公社抄新聞 : =>引述微博裡面有個網友說台灣人自稱中國人可以跟著上車 : 3.老實講中國是不是有派車進機場也好，中國人有沒有優先撤離也好，這些都是中國國內 : 事務，跟台灣一點關係都沒有，就算是假新聞也是呼弄中國人關台灣人屁事 : 4.有台灣價值的三立跟蘋果把中國新聞未經考證就引入台灣 : =>新聞報導重點放在台灣人自稱中國人可以上車，很明顯挑弄族群情緒 : 5.輿論沸騰，但重點放在中國有做事台灣沒有，藍營跟政論節目都在罵謝長廷跟民進黨 在發文前就有中國人在帶風向說中國人先上車 164 () : =>就在這時候以自身經驗反駁新聞，主要三個重點： : .他在現場有被告知中國派車進機場(以災區現場訊息會誤傳這很正常) : .沒有自稱中國人才能上車 : .打去辦事處求助回應冷淡(外交部後來回應的確有這通電話會再檢討) 這時候一堆人就把矛頭指向大阪 : =>發文說大阪辦事處非歸謝長廷管，最奇妙的是隔天謝長廷公開說法跟一模 : 一樣，同篇文章後段痛罵大阪辦事處是黨國餘孽，連日文都不會講 : =>輿論更加炎上，部分砲火轉移攻擊大阪辦事處 : =>同時間政論節目跟藍營也都在罵謝長廷跟民進黨 : 6.綠營開始反擊，以中國沒有派車進機場大阪辦事處責任最大做主要論述 : =>中國派車進機場的確是假新聞 : =>新聞上開始出現：某綠營人士強調大阪辦事處要負最大責任，謝長廷管不到那 : 麼細，人事權也非在謝長廷身上 : =>蔡適應也公開講大阪辦事處神經慢半拍 影輕生前書信曝光蘇啟誠愧疚處置不當連累謝大使，罪過 ://..//20180917/1260302. 到了11日，王輝生又傳了一封信，內容提到，關西風災之後，又發生北海道地震，台灣駐 日代表處在北海道僅有兩名職員，仍盡全力調動班機，將滯留台人全數送回家，卻還是被 謠言所困，讓他感嘆台灣人沒搞清楚狀況，就先苛責駐日官員，似乎不太公平。 到了12日上午，蘇啟誠回信給王，他寫道，處置不當，連累謝大使，罪過，之後又回 覆所言甚是，同感，但沒人聽進去，沒想到這段對話成為兩人之間最後的通信，14日 上午隨即傳出蘇啟誠輕聲消息，王輝生感到非常難過，期盼能還戮力從公卻含冤而亡的蘇 處長一個公道。 : 7.大阪辦事處處長自殺 : =>綠營把處長自殺責任全都推到中國假新聞及網友造謠所造成的與論壓力 : =>宣傳機器全力開動，不論是從媒體、網軍、檢調等各式管道都全力把責任扣在中國 : 假新聞跟網友造謠，檢察官起訴 : =>甚至還有遺書內容流傳到媒體上，說蘇處長是受不了與論壓力才自殺 : 8.法院宣判無罪 : =>謝長廷在臉書上說他無法接受這個判決，直接公開的真實姓名，並且挑裁判 : 書對他有利的地方進行攻擊 : =>蘇處長遺孀在謝長廷發臉書後沒幾天，首次公開受訪表示 : .她對無罪沒有意見 : .蘇處長不是那麼脆弱的人，不會因為一些與論壓力而自殺 : .蘇處長會自殺是不堪受辱，被他人強加汙點，快退休了還要被調職 : .她之前都不受訪是不希望這件事情被當作政治口水戰，但這次真的無法諒解謝長廷 : .遺書內容只有家屬看過，外界諸多說法是混淆視聽 : =>有新聞說蘇處長會被調職是因為外交部某人想要這個位置，趁此機會把蘇處長 : 挪開好讓自己上位，還打了通20分鐘電話給蘇處長 : =>某人一開始否認說有打電話，後來她跟鄭運鵬進密室會談後出來改口承認有打過電話 遺書當時首先揭露的是日本警方 並非家屬所說的沒人看過 駐大阪處長蘇啟誠遺書曝光：不堪外界嚴苛批評 感到痛苦 ://..//20180914004167260407? 日本 14日報導我駐大阪辦事處處長蘇啟誠自殺的不幸消息。指蘇?誠是在14日上午9點 20分左右，在大阪豐中市的住處被發現身亡，他留給家人的遺書提到說，關西機場關閉， 處理滯留台灣旅客讓他飽受批判，他不堪外界的嚴苛批評，而感到痛苦 : 總結： : 從頭看到完就知道其實就是想操弄與論結果玩火自焚，然後每當事情好不容易要平息的時 : 候就有豬隊友出手提油上場，把火勢越搞越大，第一次是硬拔蘇處長把人搞到以死明志 : 第二次事謝長廷發臉書引出遺孀打臉，整件事看下來最噁心有網軍在帶風向攻擊政敵， : 出事之後才再那邊喊說都是中國假新聞，五毛五毛叫得很開心，更別提還有政府洩漏假的 : 遺書內容來推卸責任，所以說有這麼一群優秀的台灣同胞，我們何必懼怕中國網軍呢 : 網路混久了毒抗都點滿了呢 : 幹他媽的真可悲 總結一下錯的有 1.蘋果三立自由 2.中國五毛 3. 4.蔡適應黃暐瀚朱學恆等名嘴 外交部包括蘇處長或謝長廷都是受害者而已 對了 還有你這種截圖斷章取義的人 當時謝長廷的全文是 如果大阪處有錯 那大阪處應該道歉 但現在還在查
M.1559143823.A.598,[討論] 國民黨內連韓都贏不了蔡,watermind (晴天),Wed May 29 23:30:21 2019,今天民進黨大戲落幕了 上演了大和解 最新民調 連韓國瑜都贏不了蔡了... 國民黨如果連韓都贏不了蔡 接下來.... 柯文哲要上場惹... 哈哈哈哈 917再決定 蔡賴見面瞬間就大和解了 呵呵
M.1559144111.A.600,[黑特] 羅智強：韓郭對決目前仍維持七三分,FANG4 (子瑜),Wed May 29 23:35:09 2019,剛剛關鍵時刻 羅智強打臉原本吹的很爽的吳島主 島主整個很不悅的樣子 羅智強說他做了好幾次民調 每次大約三萬人參加 韓國瑜始終維持70%的支持度 這是對藍軍做的民調 我開始相信深藍賴粉和深綠郭粉這個說法了 郭網軍請繼續崩潰 奏樂 
M.1559144324.A.E73,Re: [黑特] 我爸好像是韓粉…,cblade (cblade),Wed May 29 23:38:42 2019,韓單論搞政治就是藍色阿扁用玩法在打 不搞以前那套只會抹黑然後被打假的 比口號更好記更洗腦 比造勢不主動初選先參加造勢再說 比粉絲韓粉>英粉扁迷 陳菊:守護台灣民主台灣女兒 韓導:守護中華民國庶民總統 阿扁:愛台灣 韓導:愛中華民國 :國民黨一選舉就抹黑造假 韓導:打我打完之後，就把我老婆抹黑，下面一個可能要抹黑我的女兒 陳其邁:別唱衰高雄 韓國瑜:為什麼一定要唱衰我們呢？讓人很反感 :反對一國兩制 韓導:反對一國兩制 蔡英文:謙卑謙卑在謙卑 韓導:愛與包容都尊重 賴功德:登記初選2020負起責任 韓導:不初選願負起責任 泛藍明顯就是誰能打爆就挺誰 : 引述《6869 (6869)》之銘言： : : 韓國瑜書讀得不多 能力也不好 用功學習的態度也不好 不愛靜下來研究 : : 連高雄市政都不行 大家真得放心讓他去治理國家大事 : : 韓粉真的認為他有能力 有那個心為國家為人民 : : 選總統大家請三思 : 其實我真的不能理解 為什麼多數選民會支持一個學經歷都不是那麼理想的政治人物 : 難道是大家對於朱立倫這樣的政治人物已經看膩了嗎? : 可能真的要讓這類網紅型的政治人物當政一下 再做個比較 : 選民才會覺得還是正規型的政治人物比較理想一點 : : 版友可以跟你爸說 你願意看到你兒子的未來給一個草包給毀掉嗎?? : : 老人都退休在家看電視 年輕人可是要養家活口 : : 韓國瑜看看他當高雄市長 就是看一張嘴 演演戲 用選舉讓自己發大財 : : 高雄市民沒發財 還要被笑 外縣市的人可以問問高雄人 : 我覺得我爸爸好像也是韓粉 因為現在每天晚上八點檔 : 電視都是停在52台 有時候想轉還不太容易 : 最近的高雄水門案爸爸也是深信不疑 認為很可能就是當年尼克森的事件翻版 : 最近發生的種種事情 爸爸也覺得那是對方在抹黑 : 所以我覺得我爸和原波的政治立場還滿像的 : 不過老人家的政治立場大多已經固定 不容易改變 : 如果硬要針對政治問題來辯論 可能很容易吵架 : 所以還是別正面衝突的好 : 最近很少有機會看到八點檔的韓劇了(是說韓國人演的戲) : 大概只能自己上網去看
M.1559144447.A.A75,Re: [討論] 0610～0614民進黨初選民調 大家支持誰？,diefishfish (),Wed May 29 23:40:45 2019,剛剛看正黑民調 一面倒都選 9 那蔡英文應該慘兮兮了 柯文哲粉絲們全面挺賴清德 柯文哲擁有至少25鐵板基本盤 柯粉倒向賴 賴清德初選應該可以順利過關 06100614民進黨初選民調 大家支持誰？ 1.唯一支持賴清德？ 2.全力支持蔡英文？ 3.原本支持蔡英文，故意灌票給賴清德？ 4.原本支持賴清德，故意改支持蔡英文？ 5.唯一支持韓國瑜 6.唯一支持柯文哲 7.支持韓國瑜，但是故意灌給賴清德 8.支持韓國瑜，但是刻意說支持蔡英文 9.支持柯文哲，故意說支持賴清德 10.支持柯文哲，但是說支持蔡英文 11.拒答，直接掛電話 
M.1559144529.A.15B,[討論] 吳子嘉:明天會有韓國瑜大跌的民調,ice80712 (打臉腦粉),Wed May 29 23:42:07 2019,剛才吳子嘉在關鍵時刻說， 明天早上10點會公布美麗島最新民調， 韓國瑜會大跌。 韓國瑜會大跌。 韓國瑜會大跌。 然後羅智強一直都是醒的， 雖然韓的造勢場合會很多人， 但是以前支持韓的中間選民，年輕選民， 現在在網路上已經大崩盤。 
M.1559144623.A.636,[討論] 好期待6/1的到來,YAYA6655 (YAYA),Wed May 29 23:43:41 2019,又是一場臨時加開的智力測驗 今晚我聽到住台北的阿姨說他家生意很差，希望支持韓國瑜選上總統發大財。 我真的無言了。 但也只能笑笑了。那場智力測驗應該會有我阿姨的影子吧。 
M.1559144636.A.E0D,Re: [討論] GURUGURU人人皆知，IDCC很多人不知道,kolod546 (kolod546),Wed May 29 23:43:54 2019,感謝以下兩位貼圖仔表演當時造謠的情形 這些圖示取自下面影片 ://./?=19 我剛才講大阪辦事處如果是錯 大阪應該道歉嘛 大阪應該道歉 但是外交部在查嘛 當時就不斷有兩位那種人為了選舉不斷造謠攻擊外交部 所以蘇處長跟謝長廷都是受害者而已 影片都貼出來了 被打臉就不要掙扎了 他被一堆謠言抹是要接受甚麼? 還在跳針唷 你要不要找出來謝哪裡說大阪錯了? 你怎麼跟這麼有默契 一起抹黑 藍營說的我可以找出更多給你啊 自己人不敢提嘛? 敢不敢面對我貼的啦 如果是謝 最好會說對不起謝啦 還有不要跳針了 要不要解釋一下你的圖? 你要找出真相然後不敢提中夭 中時 一狗票藍營狂罵大阪嗎?不就是自己人不然是甚麼? 然後我貼影片只是要打臉那些造謠仔說謝有這樣講 你的指出不就是你在跳針? 對阿 你找到一位 然後藍營是整個媒體一狗票人也沒錯啊 全部都不是謝說的 你484看不懂文字...我貼的連結只是回他說我貼的沒提到日本警方唷 我很肯定 你一輩子只能跳針 警方辦案會調查死因 遺書會是證物之一 有也不奇怪 所以說你就只是跳針的咖阿 我貼的連結就是回他說我貼的沒有而已 很明顯不就是你嘴不贏 我貼影片證明謝的談話 然後你找另一位綠營是在?? 還無視藍媒一狗票藍營罵大阪 我也可以找出遺孀給的聲明 說要處理假新聞阿 就是你這種 我貼謝的影片 狂跳針到蔡適應 毫無反擊能力 你也無法接受你的閱讀能力我知道 希望你別跳針 證明謝有說過大阪有錯唷 要不然你的綠營人士是誰??? 不會又是相關人士吧 你說你貼的是哪家的好了 說吧 是你貼的是哪家 所以你就是證明我沒錯啊 謝根本沒說過 連是哪家都不敢說唷.. 所以你又是證明你在跳針阿 我這篇不就是在證明謝沒說嘛? 跳針仔的東西我幹嘛一定要點 所以你就是幫我證明我這篇文章的正確性阿 謝長廷沒說 就是被那些造謠仔陷害 感謝你 1002: 好拉謝沒說 可是綠營有說 你就是幫我證明謝沒說 打臉造謠仔 還有被造謠仔陷害的謝也是 可是你就是幫我證明這點了阿 我影片貼出來下的結論 蔡適應說的阿 然後呢?一狗票藍營電視藍營人士的罪孽更大啊
M.1559144670.A.A08,Fw: [問卦] 為什麼要把中國軍機繞台爆卦自刪？(附上備份),live1002 (XD),Wed May 29 23:44:29 2019, 看板 12 ] 作者: 1002 () 看板: 標題: 為什麼要把中國軍機繞台爆掛自刪？ 時間: 29 22:51:44 2019 是否有專板 ， 本板並非萬能問板 。 兩則 問卦， 自刪及被刪也算兩篇之內 ， 本看板嚴格禁止政治問卦 ， 發文問卦前請先仔細閱讀相關板規 。 未滿30繁體中文字水桶3個月，嚴重者以鬧板論 ，請注意 如題拉，今天下午各種麻將俠大賽 一隻小狗狗應端午節景吃了一串粽子 可是在各種小狗柯黑文中 有一篇很顯眼的爆了 中國解放軍軍機今天又繞台了 這種以前在八卦必爆上熱門的文 為什麼要自刪啊？ 難不成是5毛把黑手伸進來了嗎？ ://../. 芒果乾真的很重，麻煩給我來一包 ://.//15591321039. 這是備份的 ://..///.1559141506..2. 其實那篇我有看到路線，應該是要飛日本外海順路經過台灣外海
M.1559144711.A.634,[討論]  台灣有主權嗎,Hik64279 (Life),Wed May 29 23:45:06 2019,無聊唸書看到一個問題 主權國家的基本特徵 一開始想說這問題有夠他媽的簡單 不就是人民政府領土主權嗎 但延伸問題為 台灣是主權國家嗎？ 人民領土政府都沒問題 問題是主權 如果有 那代表我們就是一個完整國家 那為何沒人承認？ 如果沒有 那我們所有權利的行使又是什麼 選舉又是什麼 求解 想知道大家是怎麼思考這個問題的 請開燈 請關燈 為什麼你認為有？ 現狀是還沒刪掉啊 你的推論是 有護照等於有主權嗎 應該是這樣說 主權其中一個意義是 對外得以與其他平等相處對待的象徵性權力 也就是說 如果他過不承認 又怎會是平等呢 換個問題 伊斯蘭國有主權嗎？ 你只看嗎 除了 另外也有主權已定論和主權未定論 我想知道大家是怎麼思考的 那你自己的想法呢
M.1559144888.A.D5A,Re: [討論] 吳子嘉:明天會有韓國瑜大跌的民調,trustinme (信任),Wed May 29 23:48:06 2019,: 剛才吳子嘉在關鍵時刻說， : 明天早上10點會公布美麗島最新民調， : 韓國瑜會大跌。 : 韓國瑜會大跌。 : 韓國瑜會大跌。 : 然後羅智強一直都是醒的， : 雖然韓的造勢場合會很多人， : 但是以前支持韓的中間選民，年輕選民， : 現在在網路上已經大崩盤。 幹 小牙籤 整天只會戳啊戳 明天民調下跌又怎樣 還是會贏盤子郭 初選 還是我們韓總會贏 但重點是 民調開始下跌後 大概就一瀉千里了 總統大選 嘻嘻 
